target_chembl_id,gene_symbol,uniprot_accession,target_name,assay_lane,is_gpcr,small_molecule_moa,ot_project_standard_direct_sm,known_unique_pocket_count,passes_non_gpcr,passes_chembl_small_molecule_moa,passes_supported_target_class,passes_any_experimental_pocket,passes_preferred_experimental_pocket,passes_preferred_druglike_experimental_pocket,in_final_target_set,first_exclusion_reason,target_class_l1,target_class_l2,target_class_l3,target_class_leaf,sequence_length,sequence_sha256,evidence_class,small_molecule_moa_record_count,small_molecule_count,approved_small_molecule_moa,calibration_status,positive_compounds,negative_compounds,strict_document_count,af_exact_sequence_model,af_pdb_path,af_mean_plddt,p2rank_status,p2rank_tier,p2rank_top_score,p2rank_top_probability,pocket_mean_plddt,fpocket_status,fpocket_pocket_count,fpocket_tier,fpocket_top_score,fpocket_top_druggability_score,fpocket_top_volume_A3,p2rank_top3_matches_any_fpocket,best_method_match_p2rank_rank,best_method_match_fpocket_rank,best_method_match_residue_jaccard,best_method_match_center_distance_A,pocket_consensus_class,primary_prediction_policy,predicted_pocket_identified,fragments_expected,fragments_completed,full_sequence_covered,p2rank_positive_fragments,fpocket_positive_fragments,dual_method_positive_fragments,mean_fragment_plddt,structure_strategy,fragment_pocket_evidence_tier,historical_experimental_evidence,historical_experimental_evidence_zh,computed_pocket_evidence,computed_pocket_evidence_zh,evidence_compute_route,next_compute_action_zh,authorization_scope,target_compute_class_zh,class_specific_compute_bundle_zh,wetlab_primary_orthogonal_assay_zh,wetlab_control_design_zh,wetlab_priority,experimental_pocket_status,recovery_scope_reason
CHEMBL2046267,ANO1,Q5XXA6,Anoctamin-1,ION_CHANNEL_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Ion channel,Other ion channel,Chloride channel,Calcium-activated chloride channel,986,67d0180c2237bd5632e91bb92196fa42a3c92129e8c6b900363df248cd1368e0,SM_MOA_NON_GPCR,1,1,True,T2_ADEQUATE_POSITIVE_NEGATIVE,33,46,10,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q5XXA6-F1-model_v6.pdb,76.59706896551725,completed,A_HIGH_CONFIDENCE,19.56,0.777,78.69833333333334,completed,89,A_HIGH_DRUGGABILITY_GEOMETRY,0.083,0.002,252.134,True,1.0,87.0,0.71875,1.9824170209287644,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H2_ADEQUATE_POSITIVE_NEGATIVE,历史正负对照充分,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,自动膜片钳多电压/多状态剂量反应 + 离子通量或位点突变复核,参考阻断剂/激动剂、未表达细胞、载体、电生理质量控制,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL4816,AKT3,Q9Y243,RAC-gamma serine/threonine-protein kinase,KINASE_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Kinase,Protein Kinase,AGC protein kinase AKT family,479,7807e896342f7584ad6033dfdf0a6b0076732db9c708df5d0544de83fdf47511,SM_MOA_NON_GPCR,1,1,False,T1_RICH_POSITIVE_NEGATIVE,171,367,131,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y243-F1-model_v6.pdb,82.07167014613779,completed,A_HIGH_CONFIDENCE,16.48,0.702,88.65545454545455,completed,38,B_REVIEWABLE_GEOMETRY,0.206,0.001,189.822,True,1.0,34.0,0.72,1.1314143313429623,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H1_RICH_POSITIVE_NEGATIVE,历史正负对照丰富,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,激酶生化活性/结合剂量反应 + NanoBRET或细胞磷酸化正交复核,参考抑制剂、无活性类似物、载体、近缘激酶选择性面板,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL4223,FRK,P42685,Tyrosine-protein kinase FRK,KINASE_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Kinase,Protein Kinase,Tyrosine protein kinase Src family,505,266e943682a0ddcb4cd4532fc9a4d6b6bf941ce7d8c2bd9f5011cf7fd02d13bd,SM_MOA_NON_GPCR,1,1,True,T1_RICH_POSITIVE_NEGATIVE,70,325,105,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P42685-F1-model_v6.pdb,83.1740396039604,completed,A_HIGH_CONFIDENCE,23.06,0.835,83.2203125,completed,48,A_HIGH_DRUGGABILITY_GEOMETRY,0.216,0.0,317.319,True,1.0,46.0,0.5384615384615384,9.307988945415294,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H1_RICH_POSITIVE_NEGATIVE,历史正负对照丰富,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,激酶生化活性/结合剂量反应 + NanoBRET或细胞磷酸化正交复核,参考抑制剂、无活性类似物、载体、近缘激酶选择性面板,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL1163124,MAP3K13,O43283,Mitogen-activated protein kinase kinase kinase 13,KINASE_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Kinase,Protein Kinase,TKL protein kinase LZK subfamily,966,4b73868ce025017dbd7dc7c6e3d898657ae4faf8dd559c654aec1cb4c86901db,SM_MOA_NON_GPCR,1,1,False,T2_ADEQUATE_POSITIVE_NEGATIVE,30,102,63,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O43283-F1-model_v6.pdb,57.15697722567288,completed,A_HIGH_CONFIDENCE,14.81,0.653,89.31888888888889,completed,74,A_HIGH_DRUGGABILITY_GEOMETRY,0.087,0.0,567.642,True,1.0,71.0,0.4285714285714285,9.21849295683277,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H2_ADEQUATE_POSITIVE_NEGATIVE,历史正负对照充分,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,激酶生化活性/结合剂量反应 + NanoBRET或细胞磷酸化正交复核,参考抑制剂、无活性类似物、载体、近缘激酶选择性面板,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL3094,MAPKAPK5,Q8IW41,MAP kinase-activated protein kinase 5,KINASE_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Kinase,Protein Kinase,CAMK protein kinase MAPKAPK subfamily,473,528542a10fef0b8a0f93112ede0727889adc00b81a2b3f9391b82d79d775531a,SM_MOA_NON_GPCR,1,1,False,T2_ADEQUATE_POSITIVE_NEGATIVE,23,359,96,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q8IW41-F1-model_v6.pdb,78.67008456659619,completed,A_HIGH_CONFIDENCE,15.85,0.684,86.59769230769231,completed,44,B_REVIEWABLE_GEOMETRY,0.195,0.001,337.273,True,1.0,3.0,0.7407407407407407,2.040605364643973,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H2_ADEQUATE_POSITIVE_NEGATIVE,历史正负对照充分,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,激酶生化活性/结合剂量反应 + NanoBRET或细胞磷酸化正交复核,参考抑制剂、无活性类似物、载体、近缘激酶选择性面板,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2073,YES1,P07947,Tyrosine-protein kinase Yes,KINASE_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Kinase,Protein Kinase,Tyrosine protein kinase Src family,543,346cb787e598f5e4716e72b52876c6d754b1a6dab9ed0f94e7677f3b5738d813,SM_MOA_NON_GPCR,1,1,False,T1_RICH_POSITIVE_NEGATIVE,126,348,143,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P07947-F1-model_v6.pdb,81.87834254143647,completed,A_HIGH_CONFIDENCE,28.57,0.89,85.06099999999999,completed,40,A_HIGH_DRUGGABILITY_GEOMETRY,0.119,0.046,1919.215,True,1.0,2.0,0.7941176470588235,2.413449964978503,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H1_RICH_POSITIVE_NEGATIVE,历史正负对照丰富,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,激酶生化活性/结合剂量反应 + NanoBRET或细胞磷酸化正交复核,参考抑制剂、无活性类似物、载体、近缘激酶选择性面板,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL3310,HDAC11,Q96DB2,Histone deacetylase 11,NUCLEAR_EPIGENETIC_DOMAIN,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class IV,347,65581bd1ddc53f130cac84c8df83f80295c1a3162d64cce850465d69c2faeab1,SM_MOA_NON_GPCR,1,1,False,T1_RICH_POSITIVE_NEGATIVE,281,87,160,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q96DB2-F1-model_v6.pdb,92.37691642651298,completed,A_HIGH_CONFIDENCE,30.62,0.905,89.9884,completed,19,A_HIGH_DRUGGABILITY_GEOMETRY,0.198,0.878,387.087,True,1.0,1.0,0.7037037037037037,1.251410581521001,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H1_RICH_POSITIVE_NEGATIVE,历史正负对照丰富,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,核内/表观遗传蛋白,结构域和辅因子状态预测口袋；历史对照GNINA；Boltz-2多seed；局部MD,TR-FRET/AlphaScreen/酶活或共调节因子招募 + NanoBRET/SPR/BLI复核,参考配体、突变结构域、载体、非相关核内蛋白,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2216739,CPT1B,Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",TRANSPORTER_MEMBRANE_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Transporter,Group translocator,,Group translocator,772,a93d8265b260ba945a147042f68980aeec2ea04e8b4588fbcc912da3ec27dc1e,SM_MOA_NON_GPCR,1,1,True,T1_RICH_POSITIVE_NEGATIVE,50,81,3,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q92523-F1-model_v6.pdb,92.182292746114,completed,A_HIGH_CONFIDENCE,47.95,0.964,95.44428571428573,completed,64,A_HIGH_DRUGGABILITY_GEOMETRY,0.169,0.733,400.087,True,1.0,30.0,0.6190476190476191,4.191895394679791,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H1_RICH_POSITIVE_NEGATIVE,历史正负对照丰富,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,细胞/膜泡摄取或外排剂量反应 + 靶点占有率/竞争结合复核,已知底物/抑制剂、敲除细胞、载体、非相关转运体,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2778,SLC10A2,Q12908,Ileal sodium/bile acid cotransporter,TRANSPORTER_MEMBRANE_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC10 family of sodium-bile acid co-transporters,348,314374051a4251883f154b5aa9b4a54ee7ad5d2fa3047b6c8dedf6a65f48abbf,SM_MOA_NON_GPCR,7,7,True,T2_ADEQUATE_POSITIVE_NEGATIVE,145,49,11,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q12908-F1-model_v6.pdb,82.68704022988506,completed,A_HIGH_CONFIDENCE,11.31,0.522,89.5335294117647,completed,19,B_REVIEWABLE_GEOMETRY,-0.018,0.039,363.468,True,1.0,5.0,0.8947368421052632,1.1550845305726192,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H2_ADEQUATE_POSITIVE_NEGATIVE,历史正负对照充分,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,细胞/膜泡摄取或外排剂量反应 + 靶点占有率/竞争结合复核,已知底物/抑制剂、敲除细胞、载体、非相关转运体,W1_IMMEDIATE_CONTROL_AND_BINDING_PANEL,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2331059,DHCR24,Q15392,Delta(24)-sterol reductase,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Oxidoreductase,,Oxidoreductase,516,ffa75f4fe09bf9ffc4f5b5d5b32a54d9d240a77390218f19626c6e2fe8f1d4d2,SM_MOA_NON_GPCR,1,1,True,T3_MINIMUM_POSITIVE_NEGATIVE,13,240,3,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q15392-F1-model_v6.pdb,92.45184108527133,completed,A_HIGH_CONFIDENCE,59.15,0.981,89.40106382978725,completed,33,A_HIGH_DRUGGABILITY_GEOMETRY,0.282,0.992,1620.782,True,1.0,1.0,0.8867924528301887,0.2509807582744147,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H3_MINIMUM_POSITIVE_NEGATIVE,历史正负对照达到最低门槛,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL3714029,LOXL2,Q9Y4K0,Lysyl oxidase homolog 2,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Oxidoreductase,,Oxidoreductase,774,d27936d3053623e7b362f972e2897b1b9d66aec063a21d2cb4540543b90c301c,SM_MOA_NON_GPCR,1,1,False,T3_MINIMUM_POSITIVE_NEGATIVE,237,14,13,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y4K0-F1-model_v6.pdb,86.12383720930234,completed,A_HIGH_CONFIDENCE,19.3,0.772,90.38869565217392,completed,64,B_REVIEWABLE_GEOMETRY,0.373,0.168,405.506,True,3.0,17.0,0.6,3.766134426107253,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H3_MINIMUM_POSITIVE_NEGATIVE,历史正负对照达到最低门槛,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL2873,MAP3K10,Q02779,Mitogen-activated protein kinase kinase kinase 10,KINASE_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Kinase,Protein Kinase,TKL protein kinase MLK subfamily,954,2217216aa2f83359a0dbae70c3ab138e4f03b64cfd6a0b079049ecf160f72e3a,SM_MOA_NON_GPCR,1,1,False,T3_MINIMUM_POSITIVE_NEGATIVE,10,118,82,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q02779-F1-model_v6.pdb,60.27582809224319,completed,A_HIGH_CONFIDENCE,13.99,0.623,89.43055555555556,completed,57,A_HIGH_DRUGGABILITY_GEOMETRY,0.205,0.407,443.328,True,1.0,6.0,0.5,4.523675457579944,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H3_MINIMUM_POSITIVE_NEGATIVE,历史正负对照达到最低门槛,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,激酶,预测ATP/变构口袋ensemble；历史正负对照校准GNINA；Boltz-2多seed；通过门控后短程MD,激酶生化活性/结合剂量反应 + NanoBRET或细胞磷酸化正交复核,参考抑制剂、无活性类似物、载体、近缘激酶选择性面板,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL1287628,NOX1,Q9Y5S8,NADPH oxidase 1,TRANSPORTER_MEMBRANE_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Transporter,Transmembrane 1-electron transfer carriers,,Transmembrane 1-electron transfer carriers,564,87dbdcd6bb922f6c07c087bedb6707d8d54078cc3912c82ea227236f19974349,SM_MOA_NON_GPCR,1,1,False,T3_MINIMUM_POSITIVE_NEGATIVE,78,19,9,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-Q9Y5S8-F1-model_v6.pdb,90.4086170212766,completed,A_HIGH_CONFIDENCE,64.36,0.985,92.69382978723404,completed,54,A_HIGH_DRUGGABILITY_GEOMETRY,0.109,0.002,462.764,True,2.0,52.0,0.9210526315789472,0.6157053756951154,C1_DUAL_METHOD_SAME_SITE,P2RANK_PRIMARY_FPOCKET_CONFIRMED,True,,,,,,,,,,H3_MINIMUM_POSITIVE_NEGATIVE,历史正负对照达到最低门槛,P1_P2RANK_FPOCKET_SAME_SITE,P2Rank与fpocket支持同一预测位点,R1_DUAL_POCKET_WITH_MEASURED_CONTROLS,先用历史正负化合物在预测位点建立靶点内分布；通过后运行类别专属GNINA/Boltz,LOCAL_AND_PREDECLARED_REMOTE_ONLY_AFTER_PREDICTED_POCKET_GATE,转运体,内向/外向状态和底物通道口袋ensemble；历史对照校准；Boltz-2；膜环境MD,细胞/膜泡摄取或外排剂量反应 + 靶点占有率/竞争结合复核,已知底物/抑制剂、敲除细胞、载体、非相关转运体,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL4306,KCNA5,P22460,Potassium voltage-gated channel subfamily A member 5,ION_CHANNEL_FUNCTIONAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Ion channel,Voltage-gated ion channel,Potassium channels,Voltage-gated potassium channel,613,7ad0211f6f1856263e963aa8f65d2f66843a22412af6c78570724639b15733b8,SM_MOA_NON_GPCR,1,1,True,T1_RICH_POSITIVE_NEGATIVE,384,76,44,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-P22460-F1-model_v6.pdb,71.14450244698206,completed,C_WEAK_REVIEW,4.27,0.145,81.70066666666666,completed,46,A_HIGH_DRUGGABILITY_GEOMETRY,0.505,0.031,332.876,True,1.0,1.0,0.631578947368421,3.4463700151761234,C4_FPOCKET_RESCUE,FPOCKET_RESCUE_UNCERTAIN,True,,,,,,,,,,H1_RICH_POSITIVE_NEGATIVE,历史正负对照丰富,P2_FPOCKET_GEOMETRIC_RESCUE,P2Rank较弱，由fpocket提供几何口袋补救,R3_GEOMETRIC_RESCUE_WITH_MEASURED_CONTROLS,用历史正负对照筛选构象与口袋；至少两构象复现后才进入pair计算,POCKET_ENSEMBLE_DIAGNOSTIC_UNTIL_REPRODUCED,离子通道,开放/关闭/失活状态和孔道口袋ensemble；Boltz-2；膜内离子通道MD,自动膜片钳多电压/多状态剂量反应 + 离子通量或位点突变复核,参考阻断剂/激动剂、未表达细胞、载体、电生理质量控制,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
CHEMBL4523586,TRAF3IP2,O43734,E3 ubiquitin ligase TRAF3IP2,ENZYME_BIOCHEMICAL,False,True,True,0,True,True,True,False,False,False,False,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET,Enzyme,Transferase,,Transferase,574,174342209ff7997c1d7b13c4caf0cec2736c7567b3e3f0ebc61838003007f3b8,SM_MOA_NON_GPCR,1,1,False,T5_SPARSE_OR_NONE,0,0,0,True,/root/autodl-tmp/BioMaster/data/processed/alphafold_receptors_v6/AF-O43734-F1-model_v6.pdb,53.21216027874564,completed,C_WEAK_REVIEW,2.36,0.05,71.644,completed,41,B_REVIEWABLE_GEOMETRY,0.114,0.193,280.365,True,1.0,1.0,0.7692307692307693,2.061418190858429,C4_FPOCKET_RESCUE,FPOCKET_RESCUE_UNCERTAIN,True,,,,,,,,,,H5_SPARSE_OR_NONE,历史对照稀疏或缺失,P2_FPOCKET_GEOMETRIC_RESCUE,P2Rank较弱，由fpocket提供几何口袋补救,R4_GEOMETRIC_RESCUE_CONTROL_ACQUISITION,同时补对照和构象证据；不得用单一fpocket位点做发现排序,NO_DISCOVERY_RANKING_YET,非激酶酶,辅因子/金属感知预测口袋ensemble；历史正负对照GNINA；Boltz-2多seed；标准或专项MD,纯化酶活性剂量反应 + SPR/BLI/MST或DSF直接结合复核,已知底物/抑制剂、无酶空白、载体、结构相近阴性化合物,W2_MINIMUM_CONTROL_AND_POCKET_VALIDATION,ABSENT_BY_FROZEN_ATLAS,EXCLUDE_NO_ELIGIBLE_EXPERIMENTAL_POCKET
